-3.6872,0.24508,-3.0483,-1.0288,4.0742,5.1641,1.6928,-1.2054,5.3568,-0.88811,4.5599,-8.8512,-3.0214,0.57226,0.070454,3.6937,-3.1504,2.5807,1.3599,1.3433,4.0732,-1.0912,0.30261,-1.0276,-0.6714,-3.058,0.9511,0.89879,-3.1294,0.10973,2.4719,0.29547,2.9268,-6.1038,-5.0221,-1.5596,-0.83771,2.4148,3.4187,2.1425,4.7418,-8.2841,0.89633,1.1504,-4.5278,1.2862,-0.47837,0.61207,0.17971,-2.7769,-0.07032,0.73349,-2.482,-2.7426,0.82021,3.8345,-2.7293,0.10552,1.6394,-3.2922,0.66394,6.8984,-7.8503,-3.9574,3.4299,1.3292,0.68485,-0.18031,-1.0862,2.3444,0.51218,-1.0315,6.8573,6.4463,3.8123,-3.0024,0.48872,-6.0425,1.712,2.5867,-0.16577,3.4588,0.41608,-0.028224,2.7217,-3.9871,5.3296,2.4803,0.6503,-3.8691,-5.735,0.84776,-1.4902,-1.6441,5.2299,0.11462,-3.368,-1.7058,-3.6462,3.438,5.2809,0.036123,-5.0911,2.8816,-1.0888,-1.4352,2.5862,-0.89718,-2.8874,-1.82,-0.31023,2.0535,-1.3663,0.55627,-0.11869,-1.1859,4.9052,1.6413,0.38857,-2.5774,-2.3699,0.9267,-1.1578,2.7609,2.7633,-3.3531,-2.5014,-1.1001,3.2309,5.9288,5.9262,2.7556,3.367,-2.9141,6.5263,-3.6187,4.5866,0.47538,1.363,2.6114,3.5163,0.94319,-0.63936,6.2985,0.056264,-3.7868,2.9377,0.70194,1.8412,-0.40558
-5.545,1.3537,-1.0018,-1.5236,2.1588,4.9393,2.4922,2.2594,0.082486,2.8453,3.2802,-2.3527,0.4711,4.8217,0.60219,0.64352,-1.1971,3.1202,3.0706,0.82644,3.4429,-1.8347,0.10519,3.0953,-0.81271,-2.466,1.3923,0.1723,0.038427,1.7042,4.7398,-0.66082,3.1606,-2.4069,-6.8446,-1.6188,0.19078,-0.036104,2.611,1.9745,3.5994,-7.508,-0.10268,2.6112,-1.2423,-1.3625,-4.646,0.83205,4.3491,-2.5818,-1.0722,1.7957,-0.45591,-1.0946,1.3935,3.0308,0.4551,2.8674,2.3633,-3.0817,0.62901,2.1703,-4.9435,-1.6567,6.7481,3.4002,-0.66819,3.9604,1.5231,3.7384,2.4068,0.45875,5.7408,4.4298,6.8517,0.86773,1.8749,-4.2258,1.6422,0.75327,0.022257,3.1864,-0.67764,-0.43574,3.5331,-0.66486,5.223,-0.32998,2.9102,-0.12567,-2.8032,-0.0022926,1.2397,-0.025179,4.1825,0.041305,-0.90664,0.33381,-4.2658,2.219,4.5114,2.2411,-2.2246,3.7229,1.6902,0.0052201,2.1267,-0.70293,-3.887,-1.1119,1.766,0.95034,-0.4323,2.5488,2.3367,-1.1281,5.8423,2.1849,1.8754,-1.8851,-2.1919,1.8672,-0.33522,5.6528,1.103,-1.3847,-0.46312,-2.2938,0.7053,4.957,4.5143,2.356,4.7147,-2.692,5.4726,1.975,5.3975,2.1421,0.89732,1.5167,4.6295,1.3307,0.35803,5.4821,1.5763,0.33947,4.1709,1.0517,3.3503,-0.10362
-3.4328,0.8036,-1.0622,-3.6285,4.2638,5.5108,0.56479,1.6073,-0.0046443,0.7718,2.7062,-7.4697,-1.9508,2.6222,1.4857,2.4255,-1.6309,2.8528,1.7269,-0.70747,-1.1479,0.93947,2.315,2.2277,1.4364,-1.6948,3.1206,0.82834,-2.5686,-0.84839,3.995,0.25268,1.4207,-2.3494,-4.4164,-2.7544,-0.46379,0.049297,2.2879,1.2963,2.7582,-10.08,1.6639,0.58375,-1.5028,0.28752,-4.0026,1.2499,3.3656,-4.5219,-0.45614,1.4127,0.11472,-0.010611,-0.67038,4.3454,-0.18543,0.77327,3.2197,-0.57423,-0.27059,6.388,-5.5147,-2.7089,3.9701,5.8241,0.81319,3.9746,-2.3651,0.65235,-1.134,-0.14894,5.8449,5.2586,4.8307,0.10504,0.83234,-8.3536,0.8841,2.1482,0.28086,3.8233,-0.70247,0.59246,3.0551,-4.4969,4.1156,-0.25443,-0.051027,-0.83799,-1.7378,2.3413,0.076943,-2.0234,4.2597,-2.4972,-4.5303,-3.6305,-3.0423,-0.37516,3.2439,-0.026215,-6.496,4.1069,0.55545,1.4077,4.3111,-0.33402,0.5317,-4.2333,-0.65809,1.3845,3.3362,1.5757,-0.39965,-0.73732,3.3475,-1.5756,-5.0618,-1.8624,-4.303,1.3453,0.37008,2.3193,-1.3951,-1.9703,-0.67772,3.361,2.9432,4.3669,2.2532,3.0199,0.67476,-0.78123,5.7456,-0.66814,7.3953,2.7659,1.0555,1.4599,1.3951,4.3196,2.4195,7.3756,-1.1732,-4.9498,4.9547,1.1408,4.3171,-1.8951
-2.9827,1.086,-3.0142,0.12665,2.7762,6.748,0.042657,1.1052,1.204,2.7278,6.0809,-5.3651,-0.50716,5.0153,0.74696,0.71076,-0.10976,2.5446,1.5074,5.3723,3.6476,4.4251,-0.70243,-0.80924,1.8045,-3.4068,2.6536,1.8285,-0.40594,1.4558,7.5845,0.57202,4.0989,-3.5358,-6.0324,-0.95196,-0.60936,3.2294,3.9044,5.2978,5.8987,-7.7404,1.7422,3.312,-1.0511,-4.055,-1.0538,2.2709,3.3741,-6.4867,1.2792,1.4806,-1.7276,-2.2096,-0.25489,5.3113,-2.4484,1.7275,0.18829,-2.1616,4.339,8.0313,-5.6919,-1.2101,5.2687,2.9731,3.0246,1.8551,-0.55786,0.674,1.5292,-1.7765,11.034,5.3682,4.1816,-0.55676,-3.7974,-6.4598,2.7753,1.5139,1.7514,2.9125,-0.87644,1.1906,1.3018,-2.5807,8.0808,3.1615,1.1318,-2.2588,-2.8772,0.33219,1.3968,-0.5591,5.3688,1.2434,-2.1939,-4.7075,-1.0273,3.7513,4.5695,-1.9104,-2.3711,2.1586,0.26365,0.15031,3.9593,1.6627,-0.029006,-3.1256,2.6439,3.1899,0.32062,1.6636,0.38075,2.8073,2.4833,-2.1964,1.8292,-1.6313,-0.36728,3.9043,0.95757,5.8137,2.4045,-3.2585,-2.2766,-0.55261,2.2437,4.5736,4.7848,3.805,2.1727,-2.7178,5.5106,-3.6103,4.7617,2.3384,2.4757,1.2013,2.1636,1.3625,-1.2549,3.9789,-4.6398,-2.758,3.2326,5.358,2.7506,-2.6881
-0.99774,1.9724,-4.8704,-2.4346,3.3515,4.0813,2.9759,1.8345,1.6245,2.2056,3.8495,-4.3621,0.32144,3.5871,4.0215,2.6159,-0.86367,1.4937,1.3939,-2.4974,-1.8329,-0.83052,4.6009,0.078148,-0.2536,-1.472,1.1677,1.1345,-0.82798,1.1752,4.8116,1.0597,1.4155,0.57472,-4.974,-1.4911,0.26187,-1.481,2.9282,-0.19562,1.6842,-7.2116,0.92638,3.7232,-4.1111,-1.5576,-3.4104,2.568,2.1489,-2.0028,-2.2281,-0.32049,-0.69093,-0.23485,-0.26111,1.7428,2.1849,0.82376,2.3026,-2.0343,-0.90561,3.3641,-2.2816,-0.92064,0.20762,2.0135,-0.87015,1.8714,0.24148,2.3818,-0.22324,2.0823,6.0221,5.2818,3.0213,-0.16069,2.4994,-3.8584,0.63611,1.7266,0.80814,2.7496,-0.30954,0.27688,5.4036,-1.0657,2.3933,-0.032519,0.73353,-1.9848,0.47989,1.9786,1.4578,-2.3972,2.9267,-1.3497,-3.1358,-2.9173,-0.31452,-0.027755,4.633,2.9481,-1.9176,2.5648,-1.1559,1.8858,4.689,-4.3218,-1.6364,0.97745,-1.8775,1.3353,1.1379,0.91122,0.78522,-0.41171,7.6687,0.23258,0.26224,-2.5053,-3.4818,-0.19598,-0.91851,1.8068,-2.5674,-1.9947,-0.31162,-0.8921,0.46044,5.8935,1.6991,-1.0352,3.8764,-0.21427,2.2629,-1.1762,5.1461,2.4375,0.687,0.027591,0.98491,-0.51765,0.43203,4.8701,1.9007,-2.0205,1.7166,1.5703,4.9658,-0.80874
-2.7541,-0.17663,-2.0304,-3.237,5.0749,7.0055,2.2335,3.5311,-0.40148,-0.19657,3.5663,-5.2912,1.8315,5.1981,1.2472,2.6435,-0.96702,3.7947,0.54651,1.9585,-1.1118,-0.79986,-1.6133,0.051191,2.1829,-0.45238,-0.74668,4.6068,0.30791,0.2028,4.0986,0.40956,0.83784,-0.84384,-1.9138,-3.392,1.0363,-1.1807,0.71642,1.4636,3.653,-7.0445,1.9375,5.3384,-3.0692,-5.8943,-1.3272,1.8852,4.6254,-6.2328,-2.0237,0.29465,0.089747,-1.7163,-1.8452,3.9457,-2.1866,4.5886,2.2498,-1.5926,0.32775,2.7486,-5.0825,-0.19234,3.9154,1.848,-0.19835,3.2763,0.34175,-0.11889,1.9507,1.9944,9.9738,5.3989,4.5771,1.3027,2.5608,-2.5011,3.9072,0.2985,0.96489,1.1979,-2.9441,0.94695,5.0797,-2.1846,3.4116,2.234,-0.90722,-0.58343,-0.94183,4.4779,0.38809,1.1709,3.3494,1.0304,-0.87483,-1.5478,-1.9672,2.6541,2.2676,-1.5946,-1.5604,2.9129,2.9256,-2.0424,4.3176,-2.2855,-0.30053,1.8015,0.75502,0.29716,3.5126,3.4001,1.1676,-0.917,2.7149,-0.81944,2.3571,-3.3143,-4.1375,2.7914,1.0321,4.6,1.2777,-4.799,-3.6912,-0.41174,2.1721,4.4304,4.3505,3.5939,4.454,-2.7806,2.3186,-1.1475,3.269,3.5227,2.1626,0.62474,5.1758,-1.6947,-0.64176,5.2582,-2.2426,-1.427,5.9501,0.80311,3.977,1.3158
-3.3907,1.8254,-4.1805,-4.1703,3.1508,3.6146,1.5532,-0.11171,4.0009,1.6307,2.3553,-6.3375,-3.3134,2.3989,2.484,4.784,3.7713,1.4763,4.3203,1.3344,-0.64544,-1.6169,3.3459,1.7823,1.6314,-2.6691,-0.47523,2.9123,-3.2894,-1.3831,-0.40032,-0.56664,2.1864,-2.7975,-5.7025,-2.1516,-1.6583,-0.56401,2.1674,2.6714,2.5635,-8.4759,-0.50279,0.27895,0.8871,-0.75899,-1.9372,2.2766,2.4755,-6.5485,2.6955,-0.35804,0.7629,-0.15003,-0.99301,3.6679,1.1653,1.5162,3.2312,-1.0392,-1.125,6.5192,-5.3399,-2.8653,4.4762,2.7677,-1.4779,3.7213,-1.9373,1.3232,-0.22861,1.8364,5.1401,5.4262,4.3867,4.8798,4.2493,-6.3323,1.8904,1.7475,0.61765,4.8218,-0.9593,-0.3381,4.1606,-2.3174,5.8588,0.59169,1.5379,-2.1813,-1.3075,1.6279,-0.48631,-0.35714,4.9288,0.75772,-1.3027,-1.5961,-1.7618,4.2443,4.1098,1.1451,-4.3525,3.2115,1.9567,1.4783,5.5691,-3.2699,0.14805,2.8322,-0.48857,3.4977,2.3734,3.718,-1.0035,-1.0264,5.1489,-2.3638,-2.2681,-3.9507,-3.8924,3.1122,-0.46955,2.3208,-0.22409,-5.5672,-0.18735,2.0639,2.093,7.4283,6.9286,2.1059,2.3374,-2.6256,5.8515,-2.234,4.6955,2.858,2.8404,0.068564,3.8462,0.26135,0.67176,7.5099,-1.1307,-2.5323,7.0898,1.2783,2.5086,-4.3189
-3.5013,-1.3301,-1.9818,-0.64159,3.8193,6.4179,-0.15668,-0.42231,-1.5608,1.8259,3.5127,-4.8176,0.83451,5.9571,-1.0586,-0.57524,-1.7021,3.1975,1.7495,3.0781,1.802,3.3374,3.3344,-0.54647,0.095881,-4.0367,2.8256,2.7349,-1.5112,0.69399,7.8833,0.27338,2.9242,-1.5277,-7.0222,-2.7554,-0.31871,0.63853,3.2879,2.2688,4.7341,-7.7327,-0.35665,2.6856,-1.6064,-0.83799,-4.4157,-0.023467,0.72403,-5.1754,-0.84413,0.76512,0.22377,-0.32628,-2.5551,3.7509,-2.6797,2.1557,1.7386,-2.5927,2.8021,4.8721,-7.2606,-0.039191,6.4353,4.1157,0.98357,3.7535,0.54316,1.6522,-0.3006,-1.6475,8.1183,4.8893,5.1214,-1.2458,1.6048,-5.4861,6.4889,0.69788,0.24449,2.1709,-0.82862,-0.92496,4.8756,-0.63138,4.9602,0.20664,1.2276,-2.2478,0.50716,2.1763,0.82214,-0.39457,4.4613,2.5411,-4.6885,-2.9389,-2.5765,2.9898,3.5699,-0.33706,-0.98392,4.1096,1.4482,2.3106,2.4776,-1.0291,0.78506,-5.1405,0.64019,3.0138,2.0413,0.071787,-1.6116,0.78997,5.5082,-0.37262,0.44322,0.11428,0.3912,0.78283,-0.25929,3.6933,1.8916,-2.0194,-2.6422,-0.83193,2.945,0.87491,0.69386,4.0277,1.9761,-0.3529,4.5809,-2.3978,3.678,2.509,3.1997,0.58768,1.5962,-0.57067,-2.5372,2.1266,-2.9108,-1.8739,3.0683,3.8188,3.4163,2.8011
-5.9668,1.8289,-1.4322,-2.6335,2.0171,3.357,0.71114,-2.0839,2.3884,-0.83782,1.3809,-7.2138,-1.6623,0.67057,-2.4984,2.2896,-5.209,2.1919,0.71453,1.4515,2.9869,-1.5211,1.1028,0.29013,0.75154,-2.1827,2.2473,-0.046866,-0.63906,0.0079724,3.0961,-0.50225,0.85375,-4.3576,-5.7638,-3.4061,-0.79585,1.4593,2.6105,3.0662,2.6303,-9.9067,0.66331,-0.29026,-3.8445,-0.044375,-3.1155,2.9486,2.2311,-2.2943,-3.536,3.199,-2.7277,0.073902,1.1353,4.6747,-2.0249,-0.44346,3.3408,-3.0564,-0.43856,4.3276,-5.9595,-1.9679,1.9445,3.8762,-2.8782,-0.0073528,-2.395,0.90607,1.7402,2.3476,6.1484,3.2958,3.4817,-2.9143,1.6191,-4.0228,-0.18756,3.1508,0.13024,3.1957,1.7078,-0.949,1.6834,-3.5436,4.4191,0.51988,2.3351,-1.7622,-1.9802,0.13531,-0.20956,-4.2725,3.4794,-2.8826,-3.3131,-1.5859,-4.5126,1.7689,4.2563,0.2752,-5.829,3.769,0.19497,1.2295,0.73824,-1.5726,-4.7756,-0.90867,-0.86062,1.753,2.7593,0.39298,0.13885,-1.7199,6.7224,1.3808,0.18526,-4.4138,-5.2153,-0.15552,-0.13791,0.89024,0.13365,-5.8987,-0.12477,-1.7418,1.6347,4.3574,1.0711,2.9311,4.1703,-1.7054,7.3913,-1.9087,4.8062,2.2346,0.48469,1.7717,2.291,1.8124,0.59778,5.4165,0.57093,-3.367,4.6052,-0.24298,2.4141,-2.7333
-5.5819,-2.2475,-3.9256,0.43676,2.9188,2.8663,2.1464,1.0953,0.081114,-0.80619,2.2347,-7.4848,1.0348,5.1393,-1.2365,-0.29849,-2.3283,-0.025074,3.6607,1.3162,1.0595,-4.1504,2.6394,0.10671,-0.079912,-1.6964,3.0625,2.5474,-2.8116,-0.97693,2.4711,2.5794,5.3926,-2.3777,-5.2765,-3.1082,-0.0051427,1.3134,1.2181,5.6325,2.7204,-10.877,-0.61806,0.48432,-4.4866,1.5012,-5.0696,0.53536,2.8069,-5.9774,2.3155,4.5742,-3.0735,-1.5138,1.5899,5.5789,0.32146,0.43932,5.5978,-3.0892,0.94399,7.684,-7.6175,-3.3579,4.5498,3.6966,-3.0822,1.742,-0.21326,1.5474,0.86498,4.1929,8.3568,7.969,2.1397,2.9467,3.583,-7.6899,2.9502,3.7116,2.6748,2.2575,-0.64376,-0.18424,6.9314,0.63573,5.2052,1.7622,0.43561,-0.77012,0.027717,0.89337,-2.5925,0.92331,5.0565,1.5507,-3.7906,-4.2179,-3.371,1.9945,3.3784,3.8453,-1.6892,3.8626,4.8354,-0.14506,2.5059,-3.4772,-1.9698,-1.2453,0.18526,1.3135,1.4743,1.5958,-1.8056,0.80239,7.8967,-0.069123,-1.0217,-5.3217,-1.0053,-0.27708,1.461,1.3354,2.2184,-2.9071,0.48084,-1.5084,4.5052,6.451,5.2525,4.0196,3.755,-0.28033,5.6398,-3.2833,3.9402,2.0292,4.8826,0.30274,2.051,-0.0047728,-2.329,5.7889,-5.0804,-1.2671,3.7035,1.1441,6.5088,-0.31699
