-6.3197,-2.1305,0.72023,1.0853,1.4869,3.6038,2.2273,2.8026,1.8665,-0.10661,3.1695,-0.69269,5.3416,3.5197,-3.8776,1.5175,1.3226,0.78921,-3.9759,-0.30458,-0.33841,2.2766,-1.9415,1.2169,2.3251,2.8648,1.7689,2.6161,1.6771,1.9061,-0.066647,2.7568,-2.7391,1.5431,1.2469,5.7758,-2.6198,-3.1611,0.59004,0.24483,-1.7694,0.51975,0.38331,-0.077538,4.1819,-3.5406,0.81128,1.8803,-1.2366,-2.0564,-4.695,-0.6876,-1.0293,0.56494,0.44695,-4.958,0.19568,2.2528,-1.3595,-4.8201,-2.2265,2.1243,-1.0822,0.65929,3.6998,0.70569,0.1978,1.7888,0.65306,-6.2474,4.2048,3.4146,-2.8574,5.2065,0.60215,-2.2092,1.4627,-8.7259,3.2808,-4.4262,1.1499,4.1556,-0.77355,-0.46799,-2.4778,5.5335,-2.4086,1.6295,-1.2547,-0.58922,2.541,3.0397,-0.77348,-4.1021,-1.8071,-2.8527,4.2349,0.27193,5.1312,-3.5428
-1.9298,-1.1398,-1.1273,0.72923,-3.1352,2.7181,1.724,1.2996,2.0572,-1.916,1.5951,-0.88811,4.6474,-0.74117,-2.3205,-1.0512,0.82938,-2.6269,-4.3771,-1.0021,-2.8089,0.94007,-0.9516,-1.0659,0.55818,2.6657,1.5203,4.2427,-2.0908,1.1092,0.37028,4.0889,-1.5362,2.7646,-0.017309,4.4915,-2.4364,0.14862,-1.6661,0.045821,1.7517,-0.28722,-1.7281,-1.6874,2.7715,-1.8504,-0.4128,-1.1884,-1.0564,-2.0152,-2.7043,1.4817,1.1266,2.1459,1.4372,-3.5865,-0.18282,2.6947,-2.9038,-4.8737,-2.1652,2.5715,-1.4094,-1.7976,2.1022,-0.72847,0.27408,0.97857,-0.81232,-3.9637,2.4617,1.8076,-4.1754,6.3345,-0.96489,-3.438,-0.17745,-7.7462,0.03407,-2.9208,-0.33861,-0.19756,-4.218,1.1552,0.10553,4.6605,0.07517,5.5436,-3.599,1.3818,1.0409,3.8127,-1.6814,-3.0227,-0.35662,-5.0839,3.6892,-1.0986,1.5229,-3.5636
-5.3308,-1.8349,-0.09203,-0.22484,-0.18906,1.4272,3.0786,3.1138,1.6604,-0.35616,0.81535,2.1408,3.8773,1.6961,-3.0888,1.1699,-0.2178,-2.1578,-4.1154,-0.60647,-1.3326,-0.22931,0.81125,0.0017191,1.9831,2.0333,1.9157,1.6687,-2.1828,1.1815,-2.8046,2.2102,-2.3911,2.7534,-0.047482,6.3012,-2.6768,1.2577,0.49927,-0.93395,-1.129,0.14047,-1.7833,0.2007,0.19597,-2.4241,2.8579,3.4662,0.84992,-3.1067,-3.4979,-2.3575,-2.9506,0.81103,1.2483,-4.7954,1.426,1.83,-1.6641,-2.6093,-4.1363,2.0592,-1.2615,-0.12402,3.0567,1.9253,-1.7626,0.72472,0.45898,-3.8319,2.2538,1.9204,-4.9627,4.9854,-1.622,-2.9451,0.41564,-6.9957,-0.57533,-0.015596,-0.2352,1.5209,0.049837,-2.0453,0.78595,3.2646,1.0421,5.2308,-0.36971,1.8547,3.1388,5.3522,-1.6922,-3.8656,-1.4962,-0.88731,2.881,0.93295,0.23689,-2.0297
-4.3807,-1.0975,-0.90097,0.029185,-1.5483,-0.092287,1.632,1.5559,3.2182,-1.7105,2.4172,-0.91846,3.0454,0.47448,-4.1672,-1.7379,-4.7493e-05,-2.8221,-3.5696,-1.0098,-2.6178,2.2183,-0.17556,-0.73125,-0.64317,0.36149,3.0425,3.1931,0.51657,1.3071,-3.8578,2.3898,-2.5976,3.3223,0.47358,2.9409,-2.5227,-2.2834,-1.088,0.4491,-0.64703,-0.69837,-0.67687,-1.5387,3.6815,-2.2212,2.2883,1.9712,-2.5988,-2.4668,-4.292,1.1444,-0.87511,2.3854,0.71351,-3.5446,0.38527,2.567,-1.5522,-4.0482,-1.8984,1.6368,-1.8779,0.05325,1.7732,0.75927,-0.65146,-0.20502,1.67,-3.7894,2.6247,1.4609,-4.9228,6.5081,-1.6704,-4.139,-0.12072,-6.8704,0.8956,-2.6602,-0.28872,0.19877,-0.28106,-2.4565,0.22889,4.3698,0.4986,2.7525,-1.7556,0.073563,1.5473,2.7911,-0.30065,-2.6373,-2.8322,-0.73699,3.3248,0.28204,1.9962,-2.7611
-1.8915,-3.0717,-1.2998,-3.0789,-0.75888,3.7218,2.1713,-0.82659,-0.90176,-2.3863,-0.17977,-0.57378,4.1925,0.026103,-1.8835,-0.55999,-0.21015,-2.734,-4.4018,0.84156,-2.5612,0.72016,-1.2429,-0.816,3.0802,0.094976,0.86094,2.4409,-0.78614,0.16402,-1.5615,2.1009,-0.7746,3.5042,0.7357,5.7491,-2.6594,-1.1338,0.38774,-0.15015,-0.15007,-1.0586,-1.8496,-0.4403,0.21495,-2.8088,1.8596,-0.53167,0.47577,-3.5433,-2.0476,0.17021,0.1099,0.40934,-1.0693,-5.452,0.75771,2.0638,-2.1107,-3.4426,-3.0837,4.7482,-0.86385,-2.5817,1.6118,2.0207,-1.2868,0.93839,1.4849,-5.5861,3.7947,3.4531,-3.5601,5.1074,-1.646,-3.5329,1.0908,-6.0936,0.59407,-2.3878,-0.88038,-0.075518,-1.0624,-0.2849,-4.1328,3.9619,-1.4054,2.051,-2.645,-0.077122,-0.57362,4.7248,-2.3761,-5.189,-0.43909,-3.3766,3.2065,-0.92843,1.6655,-1.7559
-5.1052,-0.56469,-2.7302,-0.41819,-3.1672,2.0038,1.5271,2.5358,2.4293,-0.66488,1.8923,-0.40337,5.5202,0.5097,-5.3267,1.3045,-0.22865,-2.8342,-5.2149,-1.7676,-3.7209,1.8791,-0.31557,-1.5306,1.4837,2.1088,2.9044,4.5263,-1.8153,1.5991,-3.4834,3.9529,-4.2605,2.5341,-0.63437,5.5698,-3.5575,-1.7817,-1.929,0.73734,-0.022425,0.40219,-0.92588,-2.4271,4.424,-2.4638,1.0722,0.87585,-1.9044,-4.0059,-6.4265,0.28775,-2.3908,2.47,0.22192,-3.6617,0.89176,2.7918,-3.3714,-6.367,-3.2775,0.72057,-1.6176,0.2606,3.5678,1.21,0.76123,1.1182,1.3312,-5.9961,2.889,1.5434,-5.8188,7.961,-1.7274,-4.0437,-2.3858,-9.8817,-0.60039,-4.3882,-0.51705,2.6535,-4.5427,-0.035746,-0.078031,6.5128,0.10605,5.565,-2.3465,0.6964,2.3373,5.6625,-2.5385,-4.7339,-3.6833,-3.5427,4.0412,-1.9006,-0.045577,-3.8985
-3.5245,1.6319,-1.5831,-0.4181,-0.82929,2.4483,1.8922,3.1953,3.3359,-1.5386,0.079218,1.7313,4.3801,2.7625,-4.2995,-2.0138,1.5928,-0.1553,-5.8991,0.46709,-4.0239,4.5591,0.9093,0.044354,3.1068,3.3944,-0.25227,2.6825,-1.7181,3.2547,-2.568,4.4568,-3.6247,6.3737,-0.99953,6.729,-0.99196,-0.03303,-0.72393,1.8314,2.6075,2.1203,-0.26255,2.0555,0.89387,-1.0585,2.6,3.5754,-2.2128,-1.991,-5.6283,1.5814,-2.0278,2.1931,-0.77126,-2.831,3.4158,2.9865,-0.84983,-3.9449,-2.8692,2.2089,0.89322,-2.6851,4.4598,1.9328,-0.3365,1.4932,-0.097591,-3.5485,5.0325,1.6602,-2.8997,8.4736,-0.13636,-0.50311,-0.81828,-6.9048,1.4983,-3.2816,0.91107,1.1027,-1.113,-1.0255,1.6362,7.8155,1.8438,4.1482,-0.24991,-0.46427,0.79944,3.7168,-0.51199,-5.2701,-3.3474,-2.5779,6.5098,-1.8742,0.76892,-1.5044
-3.5702,-2.7007,0.51112,0.64293,-2.3868,1.535,0.58494,0.52081,1.3606,-1.6251,-0.7943,-0.82537,3.5555,-1.0769,-2.8457,-0.26011,0.95709,-1.7466,-5.5776,0.2433,-2.202,0.74351,0.22313,-0.17553,0.6064,3.4015,1.0841,1.4831,-0.39559,1.1622,-1.1377,2.3693,-1.5499,2.5276,-0.0015631,5.3865,-0.11031,-0.54561,0.97161,0.89652,-0.024551,0.10145,-0.94424,-0.45881,0.030524,-3.4685,-0.12118,1.0768,-1.0819,-2.6423,-3.458,1.7022,1.4749,2.374,0.68429,-3.2515,-0.13664,2.8098,-2.0139,-4.3041,-2.5642,3.8304,-3.5001,-4.2521,2.351,0.79499,-0.99079,-0.27414,-2.0185,-5.4123,2.7951,1.8029,-7.0133,6.254,-2.6198,-4.3766,1.9904,-9.2825,1.8075,-1.8067,-1.5774,-1.2636,-2.2068,1.3849,-0.17537,4.5793,-0.82494,5.8054,-3.0004,-0.57809,0.90067,4.9512,-2.2055,-3.3965,-2.353,-4.5455,2.5668,-2.6284,0.21037,-2.849
-3.7855,-0.12665,-0.35524,1.507,-3.7647,1.1762,2.7854,2.1032,2.7982,-2.4834,1.5464,0.34459,5.4282,0.12692,-4.1962,-2.9831,1.2295,-2.4052,-4.5223,-1.0548,-2.4085,3.8743,-0.66979,-1.9482,-0.1585,1.8656,1.9333,4.4837,-2.6066,0.31582,-2.5537,3.1304,-1.9468,4.7597,1.54,3.1523,-0.70532,-1.0312,-0.49935,2.3712,1.6088,0.96038,-2.7043,-1.3093,1.0672,-2.0622,0.84156,1.4976,0.048429,-2.0646,-3.0397,2.6024,0.10846,4.4053,2.7882,-2.8003,0.6068,1.5319,-2.2857,-3.8032,-1.0948,2.2284,-1.8915,-1.1218,3.4082,0.040178,-1.5061,-0.77148,0.52126,-4.7322,2.6201,1.4828,-6.4011,8.5199,-3.127,-4.4715,1.4362,-8.4853,0.61297,-2.2259,-1.3936,-2.437,-1.5259,-2.4726,3.7443,3.5083,-0.26866,5.89,-0.95796,-0.49648,1.0483,6.9476,0.34343,-1.4699,-3.9106,-1.1087,3.4031,-1.3051,0.54304,-2.2311
-1.3559,-0.98242,-0.32702,-0.65818,0.033213,3.9706,2.6345,2.6075,0.2338,-1.5642,-0.97997,0.93855,5.7112,1.4818,-1.6873,0.14435,0.8714,-0.89614,-3.6668,0.5512,-2.1015,0.89881,-1.2971,-0.098857,3.6345,1.1745,1.0003,2.7573,-2.5757,-0.41134,0.37158,3.3858,-1.7392,3.7994,1.3486,7.2165,-1.6258,1.6731,-0.53188,0.43034,1.035,1.0164,-2.5356,-0.77118,-0.38118,-1.9514,1.6955,0.12532,2.5927,-2.2323,-1.1028,-0.65653,-0.89674,1.3496,0.36883,-5.1075,0.61173,0.71474,-2.6359,-2.5927,-3.5675,3.7688,-0.82809,-2.8385,3.524,2.0126,-0.53269,0.69135,0.39942,-4.6601,2.0809,3.0715,-4.2527,6.2092,-1.0595,-1.3068,2.4544,-6.6041,-0.36824,-1.1664,-2.6025,0.63889,-0.48831,-1.1082,-0.35886,3.655,0.33376,3.3266,-0.90803,0.6381,1.4515,6.1138,-1.4816,-2.869,-0.34588,-2.0303,3.2076,-0.52372,0.57503,-1.453
