3.6197,4.3434,0.69236,1.8903,2.5103,3.3043,-3.0281,-5.747,-3.9672,5.8126,3.0329,-1.4662,0.49841,5.0941,-1.5542,1.8348,3.3085,1.2348,4.6926,0.78024,1.9647,5.2646,-2.3256,-1.3596,3.1558,5.0335,4.7929,0.53904,-0.34226,-2.3206,-0.77539,-2.6171,5.3034,0.54885,1.4183,-2.1173,-1.0871,-4.182,5.0928,3.0524,-2.9121,0.74757,4.3851,-1.1092,-3.7148,2.3078,-0.68539,0.10694,2.9977,-0.38278,-3.4507,1.6402,-3.8654,-0.091057,1.883,4.0442,-1.6989,-5.6734,3.3629,2.6353,-2.4403,-1.4192,-0.24794,2.3701,0.61492,-1.0983,-2.4783,-1.2901,3.1652,-0.36527,-1.3049,0.17972,-1.9377,1.011,1.8087,1.6609,3.828,0.92011,6.2507,1.9268,0.088814,-0.6382,-0.40817,5.2667,3.9317,-2.7036,0.65667,-2.323,-1.0206,-1.8286,-0.28164,-0.00092805,8.2445,-5.8728,1.3972,2.3076,1.738,2.9627,3.177,-2.7339,1.127,-1.0396,1.2465,1.2222,-2.3486,-2.179,0.78694,1.2572,0.88054,4.6659,1.8894,-0.083255,-2.3399,5.8613,0.6802,3.9183,2.3026,-0.49744,0.19025,1.6126,-1.3672,6.9827,-4.0583,-0.16069,1.481,-0.15365,0.20103,0.86999,-0.28747,-3.6802,0.17013,6.9688,1.1251,3.7847,4.7201,2.6585,0.051926,0.86081,-3.9133,2.3389,5.2371,-1.7411,4.4134,-4.134,3.0887,3.5748,-1.7153,-3.73,-1.3019,6.3354,-0.40118,-2.5396,-0.25985,1.4209,-3.6968,5.2204,-1.9632,-6.402,0.8417,-5.6688,1.1806,1.7045,-0.20244,-5.2149,0.05263,1.1192,-1.018,4.9416,6.7925,-1.2424,3.9123,2.92,-3.3395,-1.0254,1.8076,6.5451,2.128,-1.7012,-2.4214,6.3168,-2.7443,2.3263,0.13173,-1.4964,1.0344,6.4652,7.445,-0.99735,0.83136,2.4839,0.54471,1.6701,3.3412,-1.8787,-0.0063686,-0.09762,2.9055,3.8529,2.0718,6.1429
3.0385,1.7123,-0.20018,-1.1832,2.5766,5.2761,-4.5603,-1.7365,-2.8307,0.3137,1.0622,-0.46102,-2.8805,4.7106,1.5356,-0.8096,0.018763,2.5324,0.10445,-0.45363,-0.03475,6.0341,-1.6392,-1.7845,2.9281,3.8864,7.8156,-1.2245,-1.0812,-2.592,-1.2904,-1.536,3.6024,2.2691,-5.1127,-2.3778,2.7045,-6.6485,3.6533,2.6908,-0.55583,-2.2764,2.2602,-0.22573,-4.9896,-1.3726,0.38663,-0.53866,3.8518,0.71478,-2.7349,-1.5361,-0.75176,0.70517,2.6062,3.2975,-0.79683,-5.2355,-1.0586,3.194,-0.14293,-2.5467,-1.4229,-0.22593,-2.0674,-2.448,-0.10359,0.91988,4.5343,-0.4767,0.23113,-1.8723,-1.6986,2.7635,1.1264,-0.45614,2.1357,2.3176,6.5123,1.6386,1.6456,-1.4509,-3.5443,3.2859,3.3114,0.37889,2.0982,-2.9175,1.5848,-2.8211,2.0334,1.2952,7.9208,-3.9055,1.3886,1.2417,-0.27028,0.2964,-1.449,-4.0921,-0.056038,-4.7579,1.1563,-0.30612,-1.2824,-2.2684,3.7724,3.2758,5.2482,5.5995,1.981,-1.3118,-1.6712,2.875,-1.3096,1.3627,0.28583,1.4473,0.63527,2.7699,-0.44012,6.4713,-6.5985,0.49964,1.4944,0.19826,-0.7337,1.2029,-1.0525,-1.794,-0.44427,4.2529,-1.8952,3.5056,2.5339,3.2416,-0.053642,1.9326,-4.112,-2.0139,5.8748,2.1018,5.3838,-2.7959,-0.41543,3.4741,-2.4603,-2.2315,-3.2083,6.4555,3.3418,1.5129,2.0749,1.0796,-0.46862,5.9306,-2.6645,-7.7783,-1.1682,-7.1462,-6.6282,1.5604,-0.91525,-3.4207,-1.4945,3.2241,1.402,3.7591,5.847,-2.3769,2.4114,2.9602,-4.5018,-3.7388,1.5834,4.6114,0.31381,-2.9316,-3.3039,2.8687,-3.482,0.15422,4.6849,-1.6461,-2.8864,5.0053,5.2126,-2.2104,2.4197,3.9212,-2.3625,-0.92264,1.0266,-6.8054,0.39508,0.78064,1.3772,1.8711,5.5008,2.4863
3.4157,2.7914,1.0184,-1.8687,3.4929,3.9801,-3.5222,-3.5977,-4.6557,2.8012,2.1082,-1.8339,-5.1715,1.3456,-0.4815,-0.89334,-2.1967,2.1252,2.368,-1.3976,0.21525,7.1313,-3.7474,-0.30216,-0.43208,1.0452,3.3357,0.39645,-1.2078,-2.2767,-1.7938,-2.4125,2.9267,-0.053035,0.49877,-3.2259,0.78354,-7.4157,6.4898,0.69516,-4.755,-1.6697,5.1178,1.0009,-1.4778,-1.1418,2.2546,-2.3808,5.7588,1.4458,-3.9779,-0.47482,-6.5025,4.886,-0.051353,2.577,-1.0244,-7.071,3.4716,0.43238,-2.6796,-1.2234,-2.6269,0.15743,-0.28269,-0.8348,-1.8164,2.4584,3.7596,-2.3374,-1.4975,-0.20933,-0.44151,2.3912,2.5865,1.8765,4.4436,-1.7041,3.9022,-1.1883,-0.53224,2.2015,-5.8567,2.7201,2.5636,0.98877,0.88494,-2.9533,-1.5897,-0.063245,2.9456,2.0415,8.2691,-4.7523,1.6529,4.8459,0.36915,0.77085,2.236,-4.7511,4.7314,-3.4354,0.93536,1.5095,1.9999,-0.48365,0.86789,2.1157,1.3698,9.7163,0.16571,-2.989,-4.0687,4.8861,-2.7688,2.4876,1.9773,-3.363,-0.76746,0.88704,2.0934,6.0696,-4.8071,0.42515,-2.8582,2.2164,1.1159,1.0112,-2.7256,-6.4697,-1.0893,4.8425,0.2016,2.5149,1.7184,-0.1359,0.077116,0.008115,-8.0764,-1.0505,3.5796,-0.38639,2.5253,-2.4099,2.4293,2.8143,-1.0309,-4.2099,-5.5974,5.091,1.4071,-0.20099,0.7839,-0.27229,-3.7518,0.36306,-2.2945,-8.8886,-2.8428,-6.924,0.037657,5.5515,-2.7507,-4.1238,0.3276,2.0718,0.397,6.4413,3.505,-2.9736,7.2032,-0.83449,-4.5156,0.465,1.2993,6.2504,0.45919,-4.0414,-5.206,3.1043,-2.9586,0.25482,2.5103,-1.8939,-2.3492,4.2756,6.448,-2.3889,-0.4833,0.10995,-5.949,1.3533,1.9026,-1.8834,-2.905,-3.4702,0.83241,4.499,4.5871,2.0756
1.8553,3.5893,-1.6975,-0.20823,1.3409,2.5309,-2.2435,-4.2395,-4.2386,1.0782,2.7216,-2.4516,-0.33016,5.4305,0.9049,3.0313,0.008577,1.4391,1.4117,-0.88116,0.38606,7.6862,-2.7736,-1.5614,3.3701,5.0277,4.6641,1.0893,-1.3865,0.27791,-2.5148,-1.3953,4.2089,0.25539,-1.6214,-3.6488,0.20431,-6.9998,6.7438,3.2886,-3.1221,-2.5679,3.7681,-2.4269,-3.8579,-0.3537,1.023,1.0596,0.73118,0.29852,-4.5852,-0.068584,-0.82541,2.4853,2.6769,5.0726,0.67143,-4.2953,-2.0117,3.8091,-4.0919,-2.4165,-0.63529,1.7347,1.4576,0.43344,0.42031,0.37074,3.534,-0.99892,-2.7395,-4.1109,-0.09985,4.0863,2.1747,1.0823,2.2133,0.10754,7.6415,1.5183,0.60811,-0.65881,-0.20157,3.6675,2.6773,0.058906,3.2032,-1.4042,-0.46094,-1.8847,0.37093,1.6286,10.319,-3.2646,5.5677,1.9323,1.9323,0.29019,-1.2832,-1.005,2.4401,-3.2322,3.9477,-1.846,0.026598,-2.6431,-0.46807,1.0103,3.6365,6.5734,2.7693,-2.7785,-2.1617,5.5308,-2.2854,2.9978,3.0538,0.70308,-1.1822,1.3823,-0.15368,8.683,-3.5796,0.2872,1.0855,0.37683,-0.749,2.6005,-1.3971,-0.20932,0.40816,5.3973,-2.3139,3.8206,5.2064,2.1853,-0.041581,1.7065,-4.0404,0.10138,4.7298,-0.1402,4.3146,-2.583,1.7708,3.022,-1.5923,-2.5213,0.44415,2.23,2.8491,-0.22919,-0.089926,0.39438,-0.49362,4.4637,0.13687,-6.8022,-1.8457,-4.7276,-3.5409,1.6952,-1.2556,-4.3647,-1.3824,0.24034,1.7928,4.1473,3.3779,-2.1155,4.0882,1.026,-4.8568,-3.0127,0.99655,5.845,0.3575,-1.2189,-2.3245,4.9264,-1.8886,2.2969,3.4225,-0.021855,0.41765,5.7649,7.3072,-3.2039,1.866,4.6755,-0.59584,0.96832,0.057083,-5.0307,-1.3932,0.51852,2.2657,0.59588,3.8696,5.73
4.0163,2.7549,4.9112,1.2726,3.2394,3.2614,-1.8461,-1.9387,-1.8335,1.8539,4.0207,1.788,-1.1695,4.3356,-1.0213,-4.3638,-0.46988,-0.49581,4.2005,2.6132,-2.2054,3.6388,-1.9886,-3.2723,1.5498,4.3598,3.0992,1.0392,0.58467,-4.5459,0.94171,-4.5983,2.9296,-0.78145,-1.1524,-4.3214,1.1622,-1.2741,2.8559,2.507,-1.1265,3.4357,3.048,0.1872,-5.9282,2.5508,3.4353,2.2342,1.2468,-1.6053,1.0758,-1.0735,-0.24406,1.9584,2.9195,2.2248,-4.8218,-5.8235,1.7632,2.7709,-1.2407,-2.352,-2.142,-0.13434,-0.79032,-3.4205,0.39398,-3.2257,4.3625,-1.2699,0.17237,0.48916,-0.59861,2.5792,-0.7381,1.4632,4.5406,1.8732,1.6119,2.9024,-2.8234,-2.4374,-1.5666,6.3571,1.7387,-0.26014,0.10777,-4.096,0.070724,-1.7002,3.1607,0.62864,6.7711,-3.8406,3.8602,4.0991,2.0428,1.5107,4.4485,-5.934,-1.2163,-3.6233,-1.8175,2.4579,-1.4862,-2.02,2.8234,1.7387,4.2772,5.1794,-0.071842,0.67483,-3.8469,6.6938,0.055015,0.73803,-0.49288,-2.1653,1.2908,-1.2239,-3.1881,4.2556,-5.0453,-1.8226,1.5994,-1.1127,-1.0375,-0.4448,-1.3953,-3.9432,-1.5226,4.9586,-1.3819,4.2026,3.3805,3.5019,-0.13603,1.8622,-0.43671,1.5286,5.7793,4.1506,6.3355,-3.7045,2.8783,4.2596,-3.6358,-3.9662,-2.8295,8.0234,1.0359,-1.9454,2.4677,2.7815,-3.0979,0.84631,-3.5139,-4.1203,-0.33451,-5.3114,-3.3158,2.2593,-1.6917,-8.4946,-2.5697,2.5866,0.046951,4.1272,4.5502,-1.2507,2.8598,4.8748,-5.2951,-2.203,0.83445,6.394,2.9178,-4.1521,0.11445,4.2607,-3.4247,2.2371,3.8329,0.83477,-2.1937,4.7907,8.4461,-0.76762,0.054573,3.694,-1.3454,1.9803,2.6819,-1.1423,1.9831,-0.40059,-0.30895,3.3412,6.3923,3.2677
0.3335,0.21463,2.0383,0.91278,3.3203,4.7579,-5.8251,-0.88351,-2.5262,2.388,-0.091415,-3.2263,-3.7237,3.9417,2.6347,-2.5081,0.6193,4.0873,4.6218,-1.9538,0.7846,2.7776,-3.5903,-4.753,0.56082,2.2191,6.7714,-3.5506,0.60365,-3.7442,-0.29595,-3.3583,3.1098,-1.173,-2.7694,-2.2893,1.6972,-4.8745,3.5274,2.8132,-4.4864,-0.67339,1.0086,0.18687,-2.3309,0.78026,3.3185,-1.3028,5.2947,3.8892,-0.67024,-3.3783,-1.2624,2.0541,0.33393,6.6984,0.16785,-6.9692,2.6912,3.2217,-2.774,0.66491,-1.7381,-2.8675,1.8532,-0.090673,-2.0002,1.0195,4.3079,-2.9843,1.1539,-0.89248,0.57633,-0.62167,1.2554,-1.6462,0.15414,-0.27446,2.3273,-0.87324,-0.73665,-0.49485,-3.7112,4.2273,0.63626,-2.9378,1.6665,-2.6671,-1.0037,-5.113,4.2585,-0.6652,9.5958,-3.8289,2.9063,3.8134,-3.7532,0.3785,1.5288,-4.2798,2.1513,-0.93059,-1.0349,-2.8411,0.85139,0.39967,3.3757,1.2749,4.1642,4.8807,1.8061,-0.050787,-3.091,5.8413,-2.3697,-1.6541,0.9977,1.6376,0.77477,2.0231,-1.5373,3.9213,-6.0482,2.3827,2.4192,0.099526,-4.6558,1.4115,-2.3964,-2.1883,0.76551,5.5068,-1.8822,3.94,1.7877,0.63538,0.45714,0.60065,-3.3891,-1.7757,5.6891,-0.64657,-0.11168,-3.1657,3.088,6.6506,-2.55,-2.749,-4.1002,5.5057,0.54477,0.1647,-1.5026,5.6622,-4.8309,3.4388,-3.3542,-9.3246,-1.3262,-5.1348,0.63052,0.30662,-3.1997,-3.5974,0.92286,0.010505,-1.186,4.6587,7.3703,-2.5741,6.0642,2.6691,-2.9669,-1.3313,0.90851,4.4971,-1.5599,-7.1076,-4.3715,2.9211,1.2316,1.3213,3.5963,-3.2432,-2.122,2.467,3.1465,-4.4448,1.8269,2.2612,-2.5411,-0.4098,2.7487,-4.3058,1.1256,-4.4299,0.83674,5.2832,2.5009,1.9409
2.7195,4.144,3.0372,-1.2994,3.5666,3.955,-2.2378,-2.3609,-3.9277,5.2051,2.3852,-1.9668,-0.58886,7.5593,1.9525,-1.7596,1.5182,2.2999,5.9044,2.4787,-0.39585,5.1309,-0.33936,-2.8383,1.2535,4.6846,4.8734,-1.6823,1.2161,-6.3876,-0.047219,-7.8304,7.3149,1.6774,-2.4284,-2.153,-1.6033,-0.75323,5.2327,1.208,-3.3708,4.0058,1.8965,0.34915,-0.25945,1.9668,0.34429,-2.0888,4.1458,2.2428,-4.4226,1.7003,-4.3126,0.59204,-1.1642,4.6219,-2.4256,-5.3249,4.1335,5.2229,-2.7407,3.4023,-1.168,1.027,1.9477,-0.28594,-3.0414,-1.3054,3.6363,-4.0443,-0.92027,2.9369,1.3582,-1.409,5.1737,-1.3663,4.6197,-0.022823,3.3525,1.1358,-1.0638,-1.0696,-7.0683,7.9437,0.58517,-1.5234,2.5363,-5.1617,1.4012,-3.3252,4.8482,-0.13281,8.9432,-8.2533,-0.32817,4.4255,-3.4763,3.7753,2.217,-4.9666,3.8476,-3.0064,-1.7985,1.7006,-1.0018,-0.58236,4.5763,2.8207,5.2902,6.4584,1.6341,2.4563,0.082696,5.6405,-1.0783,0.42255,-0.40191,-0.80103,-1.1162,2.2525,-1.6223,6.0746,-10.617,2.0615,1.4045,1.4038,-2.5324,1.5899,-3.6752,-5.9215,-1.174,4.8699,0.85702,2.3836,2.6481,1.2816,1.5701,-1.3397,-5.6796,-0.97998,6.5731,-0.50116,0.94478,-3.909,3.6365,4.5713,-1.8961,-1.9236,-1.9488,8.8519,-3.9688,-0.23556,1.0845,3.0062,-7.1913,6.2589,-5.9691,-8.7542,2.7939,-5.9976,-0.36724,4.8742,-5.4067,-4.5609,-0.2374,-0.5937,-1.5706,5.6497,5.9902,-1.3344,4.2631,6.4619,-5.2121,-1.3776,1.9179,7.4796,3.1443,-7.449,-2.4992,4.3975,-0.39963,2.7165,2.168,1.3494,-0.11754,4.8266,5.3893,-1.6229,1.1001,3.0245,-4.6172,0.2262,3.6055,-1.834,1.2638,-5.3963,-0.79406,5.9876,4.2006,3.0405
2.9015,3.8622,1.7134,-1.961,2.682,2.2145,0.30985,-0.8868,-3.8155,2.7355,0.80592,-0.5222,0.16854,8.7151,2.4864,1.1326,1.2825,2.1984,5.1533,2.7889,-1.3969,7.6207,-0.19395,0.64768,0.82595,3.433,4.5075,-1.9032,-0.32238,-1.8405,0.065095,-3.9599,7.2712,1.5018,-0.31125,-0.81505,-1.0242,-2.5753,4.5967,-0.14258,-2.0208,3.1337,1.9145,0.78674,-0.57914,2.5678,1.7426,-1.0444,4.7719,2.649,-3.1568,-0.16022,-4.0396,2.3968,-0.79454,3.3988,-2.4887,-1.8359,0.68494,4.2161,-2.2693,3.4792,1.379,2.8164,0.67991,0.89495,-1.1853,0.91823,3.5266,-1.8201,-2.0138,0.25216,2.8672,1.2982,5.8997,3.2933,4.4599,-0.97708,5.8372,1.6401,2.8872,-0.53895,-6.8174,5.4506,4.5425,1.9304,3.9802,-2.4093,1.9602,-3.2653,4.2349,2.5817,10.68,-4.9539,-1.2986,1.0805,-1.4577,4.7978,0.27648,-2.2193,6.4073,-2.6774,1.7439,0.70179,0.66636,-0.69306,2.0006,2.6739,4.7584,5.0982,1.4401,0.56775,0.60529,2.9482,-5.133,1.4178,-0.43374,0.28808,-0.30104,1.3988,2.1531,6.4201,-6.7119,0.41991,1.1181,2.5022,0.68314,3.2175,-2.0554,-3.1077,1.9062,0.036127,0.57356,2.2014,3.632,3.8794,0.87427,0.87963,-4.6209,-0.45373,4.8,0.013571,0.54602,0.70543,2.6321,1.3963,-0.4501,-2.2588,0.29931,5.1055,1.0219,1.0987,0.030175,-0.62167,-2.4384,7.6672,-2.212,-7.1328,2.3549,-4.1919,-2.57,6.7112,-1.1874,-0.70403,-0.66201,-0.37472,1.7596,5.7221,3.7513,-0.73257,2.4129,4.4397,-3.62,-1.2643,2.8934,7.0476,1.9796,-2.6191,-2.5797,2.7656,-0.80473,0.2294,3.7801,0.33802,-0.65492,5.4597,3.892,0.41885,3.3954,2.1753,-3.3191,-1.2731,2.6295,-0.53617,0.93234,-1.5594,2.4757,3.6803,4.8975,3.3933
-0.43923,0.81805,1.5984,0.81426,4.8511,1.9993,-5.2015,-1.084,-4.1478,1.1742,-1.6344,-1.4672,-1.4465,6.6836,1.9684,4.0572,0.18852,1.982,3.4112,-0.35789,0.02174,2.79,-0.76756,-3.3009,2.6441,4.9131,3.4728,-3.2186,0.58494,-4.1914,-0.24946,-1.7919,2.868,-1.0822,-0.938,-3.2314,0.1339,-3.8501,3.3118,1.2153,-3.0053,0.91269,-0.95157,-1.0835,-3.9909,2.7638,2.9933,2.2433,1.1147,2.4116,-1.1711,-1.7553,-1.5208,0.98439,-0.64095,7.2803,-0.18195,-5.3815,1.8428,0.73153,-2.1129,-2.0604,0.1108,-1.6744,1.6679,0.90715,-0.74273,-1.2118,3.7587,-3.6203,-1.5234,-5.4122,-0.7238,1.7965,1.102,-0.49022,-0.1437,-1.1657,4.5615,0.32677,-3.0428,-2.1407,0.84672,0.79994,-1.0314,-3.9124,-0.89799,-1.9673,-1.4581,-4.1395,3.5254,0.68598,8.6488,-5.2851,1.7378,1.2707,-3.3621,0.63801,-1.2569,-3.6982,1.8664,-0.0069103,2.1742,-1.9851,0.11441,0.50094,3.1259,0.85412,3.1392,1.6445,3.1599,-0.12574,-2.1451,5.7085,-3.0892,2.3755,1.0067,1.2743,1.0088,1.3099,-3.1419,2.1644,-4.9501,-1.375,1.5084,-1.5839,-4.7456,4.5855,-2.8061,-0.46014,0.58895,3.6803,-2.1393,3.5796,4.3954,2.6953,-0.96763,1.6476,-1.7616,1.3364,7.0249,0.50698,0.35816,-1.6766,1.4269,3.7567,-4.4578,-4.2189,-1.2166,2.7875,0.69181,-0.69113,-0.59668,4.133,-3.0327,4.9112,-3.7112,-7.7509,-3.386,-4.5219,-2.2879,-0.29923,0.64072,-3.1626,0.28956,3.2329,2.3881,4.8774,5.7532,0.20247,3.2478,5.8954,-3.342,-3.0758,3.2493,3.4215,-1.7966,-2.8226,-4.1847,3.3072,-1.4942,3.5416,4.6687,-0.24625,-1.5589,3.8092,3.5216,-4.3567,2.1028,2.7021,2.9013,2.2911,1.3579,-3.5022,2.0079,-2.4923,0.55641,6.5201,1.8567,3.439
1.7972,1.6008,2.1337,-4.4955,1.4992,5.7853,0.41067,-0.76782,-2.5887,1.8938,4.5155,0.72738,-3.3577,4.3702,-1.9576,-4.4815,1.2764,3.6619,1.8355,3.3907,0.47886,4.0634,-1.32,-1.1495,3.0881,6.4351,4.1605,1.261,1.7495,-3.7983,-2.6737,-3.468,3.4556,2.94,-1.5096,-3.1628,-0.65888,-4.8391,4.8241,2.7211,-2.5789,-1.9569,5.8926,-0.47996,-0.41433,2.4927,-1.2572,-1.8386,2.0683,-1.334,-1.8072,-0.97988,-2.3664,0.27909,1.7723,1.5826,-2.6746,-5.5794,3.0273,4.6836,-0.87188,0.31933,-1.8885,1.0584,2.1183,-0.95155,-3.4978,-1.316,3.7408,-2.5317,-0.66019,4.07,0.46515,-0.66487,2.904,0.19965,4.6577,4.3307,3.429,5.0631,1.3321,-0.13901,-4.3751,6.6341,1.6068,0.081572,3.6162,-0.89973,0.80042,-1.8385,0.089536,-2.3011,6.6804,-6.695,-2.6604,3.1224,0.17457,2.6135,1.6198,-5.2337,-0.79982,-3.3453,0.85602,0.50076,-3.5354,-2.1689,2.881,2.8296,3.4522,7.318,2.2539,2.9267,0.74925,3.618,3.1473,-0.50903,1.3086,0.0029863,-1.5358,1.0466,-2.493,6.8708,-9.5955,1.942,0.76245,-0.062992,1.8918,1.6431,-1.6894,-6.1191,-0.56807,5.8272,1.3143,1.9187,3.9625,-0.1103,2.2212,-1.2793,-4.4074,0.41814,8.0781,4.4815,7.2905,-4.347,0.54345,2.682,1.1487,-1.095,0.14245,7.4477,-0.64555,-2.0186,3.3078,2.1153,-3.1275,5.0402,-3.4742,-7.0823,3.9405,-3.028,-0.15208,5.0947,-4.7252,-6.1395,-1.292,1.2693,0.08261,6.442,5.2146,-0.27131,3.2297,0.2418,-1.1432,-0.38482,2.7122,6.0069,3.4797,-6.1544,0.55441,5.5908,0.54119,4.1552,1.9663,-1.3899,-0.68488,4.6348,6.621,1.9066,-0.59575,1.9293,-0.66075,0.37006,1.9708,-0.95397,2.6768,0.044566,2.1032,3.8296,7.8812,0.67747
